Date,2008/09/26,,"Rat #",182,"Reçu le ",2008/09/23,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",10H45,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 57",,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 600 µm ; Profondeur : 600 µm",,,,,,,,,,,,,,,
"par rapport au Calamus",,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
12H10,"4,8 mm",,"1,2 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 12 MΩ ; Ri = 20 MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,"quelques cellules ",,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
,,,,Antidromique:NO;noci:NO,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,Réponse,,,,,,
14H20,"4,6 mm",,"1,2 mm","Cellule A à 7750µm",,,,,"Noci mécanique : ",,,,,,
,,,,"Antidromique:OK;elec 2;lat 2 ms;seuil 250 µA",,,,,"Noci thermique : ",,,,,,
,,,,"Fréquence spontanée =  Hz",,,,,"Tactile : ",,,,,,
,,,,Réponse,,,,,"Injection à nA pendant min",,,,,,
,,,,"Noci mécanique : ON",,,,,,,,,,,
,,,,"Noci thermique : OFF (50:RL/FL) ; neut (44:FR)",,,,,,,,,,,
,,,,"réponse ON ensuite ?",,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"Cellule à 8800",,,,,,,,,,,
,,,,"Antidrom : NO ; noci :NO",,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"Cellule B à 7770 µm",,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,
,,,,"Fréquence spontanée =  Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,,,,,,,
,,,,"Noci thermique : ON (50:FL/RL;44:FR)neut(44:RL)",,,,,,,,,,,
,,,,"Tactile : ",,,,,,,,,,,
,,,,"Injection à 3,5 nA pendant 2 min",,,,,,,,,,,
,,,,,,,,,,,,,,,
15H45,"5 mm",,"1,2 mm","Cellule C à 7750 µm",,,,,,,,,,,
,,,,"Antidromique:OK;elec 3;lat 2 ms;seuil 200 µA",,,,,,,,,,,
,,,,"Fréquence spontanée =  Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : ON (RR:très phasique)",,,,,,,,,,,
,,,,,,,,,,,,,,,
16H20,"5 mm",,"1,2 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,
,,,,"Re = 12 MΩ ; Ri = 40 MΩ",,,,,,,,,,,
,,,,"Cellule D à 8300 µm",,,,,,,,,,,
,,,,Antidromique:OK;elec:1;lat:2ms;seuil:50µA,,,,,,,,,,,
,,,,"Collision : OK with lat 1 ms",,,,,,,,,,,
,,,,"Fréquence spontanée =  Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : OFF & post décharge (FR/RR)",,,,,,,,,,,
,,,,"Noci thermique : OFF & post décharge (50:FL/RL)",,,,,,,,,,,
,,,,"neutral (44:FL)",,,,,,,,,,,
,,,,"Injection à 2-4 nA pendant min",,,,,,,,,,,
,,,,"Fin injection 17 H10",,,,,,,,,,,
,,,,"suivi irrégulier",,,,,,,,,,,
,,,,,,,,,,,,,,,
17H20,"4,4 mm",,"1,2 mm",,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"perf 19H05",,,,,,,,,,,
