Date,2008/06/04,,"Rat #",124,"Reçu le ",2008/06/03,,,
,,,,,"Poids approx","300 g",,,
"Induction à",14H30,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,
,,,,,,,,,
Descentes,,,,,,,,,
,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,
15H05,"4,4 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Re = 25 MΩ ; Ri = 50 MΩ",,,,,"Re = ; Ri = "
,,,,RAS,,,,,"Cellule à µm"
16H20,"4,7 mm",,"1,1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Fréquence spontanée = Hz"
,,,,"Re = 17 MΩ ; Ri = 29 MΩ",,,,,Réponse
,,,,RAS,,,,,"Noci mécanique : "
17H20,"5 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Noci thermique : "
,,,,"Re = 17 MΩ ; Ri = 29 MΩ",,,,,"Tactile : "
,,,,RAS,,,,,"Injection à nA pendant min"
