Date,2009/01/06,,"Rat #",203,"Reçu le ",2008/12/30,,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,,
"Induction à",11H20,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 700 µm ; ",,,,,,,,,,,,,,,,
"Profondeur : 500 µm par rapport à l'obex",,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,,
12H35,"5,2 mm",,"0,9 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 12 MΩ ; Ri = 29 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
13H50,"5,2 mm",,"0,9 mm","Cellule A à 8900 µm",,,,,,,,,,,,
,,,,Antidromique:OK;elec:3;lat:3ms;seuil:150µA,,,,,,,,,,,,
,,,,"Collision: ? (Freq spontanée trop faible)",,,,,,,,,,,,
,,,,"Fréquence spontanée << 1 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : NO (FR)",,,,,,,,,,,,
,,,,"Noci thermique : NO (50:RL)",,,,,,,,,,,,
,,,,"Tactile : ON très phasique",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
15H30,"5,0 mm",,"0,9 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 12 MΩ ; Ri = 20 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
16H10,"4,8 mm",,"0,9 mm","Cellule B à 8900 µm",,,,,,,,,,,,
,,,,Antidromique:?,,,,,,,,,,,,
,,,,"Fréquence spontanée = 1 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : ON (RR)",,,,,,,,,,,,
,,,,"Noci thermique : ON (50:FL/RR/RL;52/RR)",,,,,,,,,,,,
,,,,"Noci thermique : Neutral (44/48:RR)",,,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Tactile : Neutral",,,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,"Perdue @ injection",,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,,,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
18H10,"5,4 mm",,"0,9 mm","Cellule C à 9000 µm",,,,,,Collision,,,,,,
,,,,Antidromique:?,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,"Fréquence spontanée = 4 Hz",,,,,,Réponse,,,,,,
,,,,Réponse,,,,,,"Noci mécanique : ",,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,,"Noci thermique : ",,,,,,
,,,,"Noci thermique : ON (50:FL/RR;52/RL;48:RR)",,,,,,"Tactile : ",,,,,,
,,,,"Noci thermique : Neutral (46:RR)",,,,,,"Injection à nA pendant min",,,,,,
,,,,"Tactile : Neutral",,,,,,"Fin injection à ",,,,,,
,,,,"Perdue @ injection",,,,,,,,,,,,
,,,,,,,,,,"Cellule à µm",,,,,,
,,,,"Cellule D à 8960 µm",,,,,,Antidromique:NO,,,,,,
,,,,Antidromique:NO,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,"Fréquence spontanée = 2 Hz (irr)",,,,,,Réponse,,,,,,
,,,,Réponse,,,,,,"Noci mécanique : NO (FR/T)",,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,,"Noci thermique : NO (50:FL/RL)",,,,,,
,,,,"Noci thermique : ON (50:FL/RR/RL;48:FL)",,,,,,,,,,,,
,,,,"Noci thermique : Neutral (46:RL)",,,,,,"Perdue @ injection",,,,,,
,,,,"Tactile : Neutral",,,,,,,,,,,,
,,,,"Perdue @ injection",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"électrode cassée @ 9500 µm",,,,,,,,,,,,
