Date,2008/06/18,,"Rat #",132,"Reçu le ",2008/06/03,,,
,,,,,"Poids approx","300 g",,,
"Induction à",15H00,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,
,,,,,,,,,
Descentes,,,,,,,,,
,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,
15H45,"4,4 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Re = 19 MΩ ; Ri =  MΩ",,,,,"Re = ; Ri = "
,,,,RAS,,,,,"Cellule à µm"
17H00,"4,7 mm",,"1,1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Fréquence spontanée = Hz"
,,,,"Re = 14 MΩ ; Ri =  MΩ",,,,,Réponse
,,,,RAS,,,,,"Noci mécanique : "
17H30,"5 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Noci thermique : "
,,,,"Re = 14 MΩ ; Ri =  MΩ",,,,,"Tactile : "
,,,,RAS,,,,,"Injection à nA pendant min"
