Date,2008/09/24,,"Rat #",180,"Reçu le ",2008/09/16,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",10H15,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 56",,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 800 µm ; Profondeur : 700 µm",,,,,,,,,,,,,,,
"par rapport au Calamus",,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
14H00,"4,4 mm",,"1,2 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 12 MΩ ; Ri = 17 MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,"Cellule A à 7000 µm",,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,Antidromique:NO,,,,,Antidromique,,,,"5,5 mm",,"1,1 mm"
,,,,"Fréquence spontanée = 20 Hz puis 0 Hz",,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,Réponse,,,,,Réponse,,,,,,
,,,,"Noci mécanique : ON (RL)",,,,,"Noci mécanique : ",,,,,,
,,,,"Noci thermique : ON (50C:FL/RL);neut (44C)",,,,,"Noci thermique : ",,,,,,
,,,,"Tactile : ",,,,,"Tactile : ",,,,,,
,,,,"Injection à 4 nA pendant 20 sec",,,,,"Injection à nA pendant min",,,,,,
,,,,"Cellule B à 7000 µm",,,,,,,,,,,
,,,,"Fréquence spontanée = 20 Hz puis 0 Hz",,,,,,,,,,,
,,,,"Noci thermique : ON (50C:RL)",,,,,,,,,,,
,,,,"Cellule C à 8000 µm",,,,,,,,,,,
,,,,"Fréquence spontanée = 20 Hz",,,,,,,,,,,
,,,,"Noci thermique : ON (50C:RL)",,,,,,,,,,,
,,,,"Injection à 5 nA pendant 10 sec",,,,,,,,,,,
15H40,"4,6 mm",,"1,2 mm",RAS,,,,,,,,,,,
15H25,"4,8 mm",,"1,2 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,
,,,,"Re = 11 MΩ ; Ri = 21 MΩ",,,,,,,,,,,
,,,,RAS,,,,,,,,,,,
16H45,"5,0 mm",,"1,2 mm","Cellule D à 8600 µm",,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,
,,,,"Fréquence spontanée =  Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : leg inhi",,,,,,,,,,,
,,,,"Noci thermique : leg inhi (50C)",,,,,,,,,,,
,,,,"Tactile : ",,,,,,,,,,,
,,,,"Injection à 2,5-4 nA pendant 7 min",,,,,,,,,,,
17H20,"5,4 mm",,"1,2 mm",RAS,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"Perf @] 18H45",,,,,,,,,,,
