Date,2008/10/23,,"Rat #",194,"Reçu le ",2008/09/14,,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,,
"Induction à",11H50,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 700 µm ; ",,,,,,,,,,,,,,,,
"Profondeur : 500 µm par rapport à l'obex",,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,,
12H50,"5,2 mm",,"1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 12 MΩ ; Ri = 18 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule A à 8900 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 1-2 Hz (reg)",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : NO (FR)",,,,,,,,,,,,
,,,,"Noci thermique : NO (50:FL/RL)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
14H25,"5,0 mm",,"1 mm","Cellule B à 8465 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 25 Hz (reg)",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,,,,,,,,
,,,,"Noci thermique : NO (50:FL/RL) ",,,,,,,,,,,,
,,,,"réponse dépend décharge basale ?",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
15H40,"5,4 mm",,"1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 13 MΩ ; Ri = 19 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule à 8220 µm",,,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,Antidromique:NO,,,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,"Fréquence spontanée = 0 Hz ",,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,Réponse,,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
,,,,"Noci thermique : NO (50:FL/RL)",,,,,,Collision,,,,,,
,,,,,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,"Cellule à 8380 µm",,,,,,Réponse,,,,,,
,,,,Antidromique:NO,,,,,,"Noci mécanique : ",,,,,,
,,,,"Fréquence spontanée = 10 Hz (reg)",,,,,,"Noci thermique : ",,,,,,
,,,,Réponse,,,,,,"Tactile : ",,,,,,
,,,,"Noci thermique : NO (50:FL/RL)",,,,,,"Injection à nA pendant min",,,,,,
,,,,,,,,,,"Fin injection à ",,,,,,
16H25,"4,8 mm",,"1 mm",RAS,,,,,,,,,,,,
,,,,,,,,,,"Cellule à µm",,,,,,
17H00,"5,6 mm",,"1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,Antidromique:NO,,,,,,
,,,,"Re = 14 MΩ ; Ri = 35 MΩ",,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
,,,,RAS,,,,,,"Noci mécanique : NO (FR/T)",,,,,,
,,,,,,,,,,"Noci thermique : NO (50:FL/RL)",,,,,,
17H40,"5,0 mm",,"0,8 mm","Cellule à 8220 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 0 Hz (irreg)",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci thermique : NO (50:FL",,,,,,,,,,,,
,,,,"Noci mécanique : NO (FR)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
18H25,"4,8 mm",,"0,8 mm","Cellule à 8260 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 0 Hz ",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci thermique : ON (50:FL/RL)",,,,,,,,,,,,
,,,,"Très longue latence",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule à 8650 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 0 Hz ",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci thermique : NO (50:FL/RL)",,,,,,,,,,,,
,,,,"Tactile : ON (très phasique : nouveauté ?)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
19H05,"5,4 mm",,"1,2 mm",,,,,,,,,,,,,
