Date,2008/06/20,,"Rat #",134,"Reçu le ",2008/06/09,,,
,,,,,"Poids approx","300 g",,,
"Induction à",10H30,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,
,,,,,,,,,
Descentes,,,,,,,,,
,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,
11H40,"4,6 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Re = 20 MΩ ; Ri =  MΩ",,,,,"Re = ; Ri = "
,,,,"Cellule A à 9200 µm",,,,,"Cellule à µm"
,,,,"Fréquence spontanée = 0 Hz",,,,,"Fréquence spontanée = Hz"
,,,,Réponse,,,,,Réponse
,,,,"Noci mécanique : ON (FR)",,,,,"Noci mécanique : "
,,,,"Noci thermique : ",,,,,"Noci thermique : "
,,,,"Tactile : ",,,,,"Tactile : "
,,,,morte,,,,,"Injection à nA pendant min"
