Date,2008/09/22,,"Rat #",178,"Reçu le ",2008/09/16,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",10H00,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 800 µm ; Profondeur : 700 µm",,,,,,,,,,,,,,,
"par rapport au Calamus",,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
11H10,"4,4 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 20 MΩ ; Ri = 40 MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,RAS,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
12H30,"4,7 mm",,"1,1 mm",RAS,,,,,Antidromique,,,,"5,5 mm",,"1,1 mm"
14H30,"4,9 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,"Re = 20 MΩ ; Ri = 35 MΩ",,,,,Réponse,,,,,,
,,,,"Cellule A à 8400 µm",,,,,"Noci mécanique : ",,,,,,
,,,,Antidromique:NO,,,,,"Noci thermique : ",,,,,,
,,,,"Fréquence spontanée =  Hz",,,,,"Tactile : ",,,,,,
,,,,Réponse,,,,,"Injection à nA pendant min",,,,,,
,,,,"Noci thermique : ",,,,,,,,,,,
,,,,"Injection à 2 nA pendant 2,5 min",,,,,,,,,,,
,,,,"Cellule B à 8200 µm",,,,,,,,,,,
,,,,Antidromique,,,,,,,,,,,
,,,,"Fréquence spontanée =  Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : ",,,,,,,,,,,
,,,,"Noci thermique : ",,,,,,,,,,,
,,,,"Injection à nA pendant min",,,,,,,,,,,
,,,,"Cellule C à µm",,,,,,,,,,,
,,,,Antidromique,,,,,,,,,,,
,,,,"Fréquence spontanée =  Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : ",,,,,,,,,,,
,,,,"Noci thermique : ",,,,,,,,,,,
,,,,"Injection à nA pendant min",,,,,,,,,,,
,,,,"Cellule D à µm",,,,,,,,,,,
,,,,Antidromique,,,,,,,,,,,
,,,,"Fréquence spontanée =  Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : ",,,,,,,,,,,
,,,,"Noci thermique : ",,,,,,,,,,,
,,,,"Injection à nA pendant min",,,,,,,,,,,
17H20,"5,1 mm",,"1,1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,
,,,,"Re = 20 MΩ ; Ri = 18 MΩ",,,,,,,,,,,
,,,,"Cellule E à 8400 µm",,,,,,,,,,,
,,,,Antidromique:OK;elec:3;seuil:200µA;lat:12ms,,,,,,,,,,,
,,,,"Fréquence spontanée = 0 Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : ON (RR)",,,,,,,,,,,
,,,,"Noci thermique : ON (50:RL/FL/FR) neu (44:FR)",,,,,,,,,,,
,,,,"Tactile : ",,,,,,,,,,,
,,,,"Injection à 3 nA pendant 0 min",,,,,,,,,,,
