Date,2008/05/28,,"Rat #",118,"Reçu le ",2008/05/27,,,
,,,,,"Poids approx","300 g",,,
"Induction à",14H25,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,
,,,,,,,,,
Descentes,,,,,,,,,
,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,
15H30,"4,4 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Re = 29 MΩ ; Ri = 35 MΩ",,,,,"Re = ; Ri = "
,,,,"RAS ; électrode cassée",,,,,"Cellule à µm"
16H15,"4,7 mm",,"1,1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Fréquence spontanée = Hz"
,,,,"Re = 29 MΩ ; Ri = 35 MΩ",,,,,Réponse
,,,,"RAS ; électrode cassée",,,,,"Noci mécanique : "
17H30,"5 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Noci thermique : "
,,,,"Re = 15 MΩ ; Ri = 22 MΩ",,,,,"Tactile : "
,,,,"Cellule A à 8790 µm",,,,,"Injection à nA pendant min"
,,,,"Fréquence spontanée = 2-3 Hz",,,,,
,,,,Réponse,,,,,
,,,,"Noci mécanique : ON (T) OFF (FR ; T)",,,,,
,,,,"Noci thermique : OFF (FL ; T)",,,,,
,,,,"Tactile : NEUTRAL",,,,,
,,,,"1ère réponse à nociception mécanique ",,,,,
,,,,"est ON, la seconde est OFF",,,,,
,,,,"Cellule perdue lors de l'injection ",,,,,
