Date,2009/01/07,,"Rat #",204,"Reçu le ",2008/12/30,,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,,
"Induction à",12H00,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 700 µm ; ",,,,,,,,,,,,,,,,
"Profondeur : 500 µm par rapport à l'obex",,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,,
12H50,"5,2 mm",,"0,9 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 12 MΩ ; Ri = 29 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule A à 8940 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 4 Hz (irr)",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : ON (RR)",,,,,,,,,,,,
,,,,"Noci thermique : OFF (50:RL/FL)",,,,,,,,,,,,
,,,,"Noci thermique : ON (50:RR)",,,,,,,,,,,,
,,,,"Tactile : ON ++ (RR) ON (FR) OFF ? (L) ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
14H30,"5,0 mm",,"0,9 mm","Cellule B à 8680 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 4 Hz (irr)",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci thermique : ON (50:RL/RR)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
16H00,"5,4 mm",,"0,9 mm",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,,,,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,,,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,,,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
,,,,,,,,,,Collision,,,,,,
,,,,,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
,,,,,,,,,,"Noci mécanique : ",,,,,,
,,,,,,,,,,"Noci thermique : ",,,,,,
,,,,,,,,,,"Tactile : ",,,,,,
,,,,,,,,,,"Injection à nA pendant min",,,,,,
,,,,,,,,,,"Fin injection à ",,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,"Cellule à µm",,,,,,
,,,,,,,,,,Antidromique:NO,,,,,,
,,,,,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
,,,,,,,,,,"Noci mécanique : NO (FR/T)",,,,,,
,,,,,,,,,,"Noci thermique : NO (50:FL/RL)",,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,"Perdue @ injection",,,,,,
