Date,2009/07/29,,"Rat #",256,"Reçu le ",2009/07/28,,,,
,,,,,"Poids approx","300 G",,,,
"Induction à",12H20,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 105",,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Descentes,,,,,,,,,,"RAS (plancher @ 8700 µm ?)"
,,,,,,,,,,
Heure,"Postérieur (Obex)",,Latéralité,"Profondeur et commentaire",,,,,," tjs pas plancher @ 11 000 µm"
12H55,"0.0 mm",,"0.8 mm","* 1,5% neurobiotine ; 2% NaCl",,,,,,
,,,,"Re = 8 MΩ ; Ri = 20-25 MΩ",,,,,,"Perdue @ injection"
,,,,,,,,,,"Perdue AV injection"
,,,,"Cellule A à 4580 µm",,,,,,
,,,,"Fréq spont = 0.61 Hz ; ISI = 1618 ± 820 ms",,,,,,RAS
,,,,Réponse,,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,,"Perfusion @ 17H45"
,,,,"Noci thermique : ON (50:ttCR;48->52:FR) Neutral (46:FR)",,,,,,
,,,,"Injection à 3-4 nA pendant 4 min",,,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Fin injection à 15H00",,,,,,"Re = ; Ri = MΩ"
,,,,,,,,,,
,,,,"Une deuxième cellule semble se mettre à suivre vers la fin.",,,,,,"* 5% TMR ; 5-10% NaCl"
,,,,"Injectée moins longtemps",,,,,,
,,,,,,,,,,"Injection à nA pendant min"
15H15,"0.0 mm",,"-0.8 mm",RAS,,,,,,"Fin injection à "
,,,,,,,,,,
15H40,"0.0 mm",,"-0.3 mm","Cellule A à 4675 µm",,,,,,"Cellule à µm"
,,,,"Fréq spont = 1.4 Hz ; ISI = 651 ± 153 ms",,,,,,"Fréq spont =  Hz ; ISI = ± ms"
,,,,Réponse,,,,,,Réponse
,,,,"Noci mécanique :  OFF (FL)",,,,,,"Noci mécanique : "
,,,,"Noci thermique : OFF (50:tt CR;48->52:FL) Neutral (FL:46)",,,,,,"Noci thermique : "
,,,,,,,,,,"Tactile : "
,,,,"Point Bleu @ 4680 µm",,,,,,
,,,,,,,,,,"Point Bleu @ 4380 µm"
,,,,"Perfusion @ 17H55",,,,,,
,,,,,,,,,,Antidromique:elec:;lat:ms;seuil:µA
,,,,,,,,,,Collision
