Date,2008/10/14,,"Rat #",189,"Reçu le ",2008/09/30,,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,,
"Induction à",11H00,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 63",,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 700 µm ; ",,,,,,,,,,,,,,,,
"Profondeur : 700 µm par rapport à l'obex",,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,,
12H05,"5,2 mm",,"1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 11 MΩ ; Ri = 35 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule à 8560 µm",,,,,,,,,,,,
,,,,Antidrom:elec:1;lat:4ms;seuil:200µA,,,,,,,,,,,,
,,,,"Fréquence spontanée = 0 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : NO",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule à 9170 µm",,,,,,,,,,,,
,,,,"Antidromique: freq spont trop rapide",,,,,,,,,,,,
,,,,"Fréquence spontanée = 40 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : OFF (RR)",,,,,,,,,,,,
,,,,"Noci mécanique : Neut (FR/RL)",,,,,,,,,,,,
,,,,"Noci thermique : ON (FL)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
13H40,"5,0 mm",,"1 mm","Cellule A à 8240 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 0-5 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : NO (FR)",,,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Noci thermique : ON (50:FL/RL) (léger)",,,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,,,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,"Cellule à 8380 µm",,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
,,,,Antidromique:NO,,,,,,Collision,,,,,,
,,,,"Fréquence spontanée = 0 Hz",,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,Réponse,,,,,,Réponse,,,,,,
,,,,"Noci mécanique : NO (RR)",,,,,,"Noci mécanique : ",,,,,,
,,,,"Tactile : ON (léger/phasique/CR droit)",,,,,,"Noci thermique : ",,,,,,
,,,,,,,,,,"Tactile : ",,,,,,
,,,,"Cellule à 8730 µm",,,,,,"Injection à nA pendant min",,,,,,
,,,,Antidromique:NO,,,,,,"Fin injection à ",,,,,,
,,,,"Fréquence spontanée = 10 Hz",,,,,,,,,,,,
