Date,2009/03/10,,"Rat #",225,"Reçu le ",2009/03/03,,,,
,,,,,"Poids approx","300 g",,,,
"Induction à",15H15,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 80",,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Descentes,,,,,,,,,,"RAS (plancher @ 8700 µm ?)"
,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,," tjs pas plancher @ 11 000 µm"
,"5.0 mm",,"0.9 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,
,,,,"Re = 10 MΩ ; Ri = 25 MΩ",,,,,,"Perdue @ injection"
,,,,,,,,,,"Perdue AV injection"
,,,,"Cellule A à 9960 µm",,,,,,
,,,,"Fréquence spontanée = 2.5-3 Hz",,,,,,RAS
,,,,Réponse,,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,,"Perfusion @ 17H45"
,,,,"Noci thermique : ON (50:RL/RR/FR) ON (52:RR)",,,,,,
,,,,"Noci thermique : ON (48:RR) ON (46:RR) light",,,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Noci thermique : Neutral (44:FL)",,,,,,"Re = ; Ri = MΩ"
,,,,"Tactile : Neutral (FR)",,,,,,
,,,,,,,,,,"* 5% TMR ; 5-10% NaCl"
,,,,"Injection à 1-2 nA pendant 7 min 50 sec",,,,,,
,,,,"Fin injection à 17H35",,,,,,"Injection à nA pendant min"
,,,,,,,,,,"Fin injection à "
,,,,"Perfusion @ 18H15",,,,,,
,,,,,,,,,,"Cellule à µm"
,,,,,,,,,,"Fréquence spontanée =  Hz"
,,,,,,,,,,Réponse
,,,,,,,,,,"Noci mécanique : "
,,,,,,,,,,"Noci thermique : "
,,,,,,,,,,"Tactile : "
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,Antidromique:elec:;lat:ms;seuil:µA
,,,,,,,,,,Collision
