Date,2008/10/13,,"Rat #",188,"Reçu le ",2008/09/30,,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,,
"Induction à",11H30,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 62",,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 700 µm ; ",,,,,,,,,,,,,,,,
"Profondeur : 700 µm par rapport au Calamus",,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,,
12H30,"5,2 mm",,"1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 12 MΩ ; Ri = 20 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"celllule @ 8530 ",,,,,,,,,,,,
,,,,"ni /ni",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
14H10,"5,0 mm",,"1 mm",RAS,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
14H40,"5,4 mm",,"1 mm","Cellule à 8600 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 0 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : NO (FR/T)",,,,,,,,,,,,
,,,,"Noci thermique : NO (50:FL/RL)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule à 8630 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 0 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : NO (FR/T)",,,,,,,,,,,,
,,,,"Noci thermique : NO (50:FL/RL)",,,,,,,,,,,,
,,,,,,,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
15H30,"4,8 mm",,"1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,"Re = 13,5 MΩ ; Ri = 25 MΩ",,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,,,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
16H10,"5,6 mm",,"1 mm","Cellule A à 8300 µm",,,,,,Collision,,,,,,
,,,,Antidromique:NO,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,"Fréquence spontanée = 7-8 Hz (irr)",,,,,,Réponse,,,,,,
,,,,Réponse,,,,,,"Noci mécanique : ",,,,,,
,,,,"Noci mécanique : OFF (RR)",,,,,,"Noci thermique : ",,,,,,
,,,,"Noci thermique : OFF (50:FL)",,,,,,"Tactile : ",,,,,,
,,,,,,,,,,"Injection à nA pendant min",,,,,,
,,,,"Cellule B à 8720 µm",,,,,,"Fin injection à ",,,,,,
,,,,Antidrom:elec:1;lat:8ms;seuil:600µA,,,,,,,,,,,,
,,,,"Collision : OK (09 ms)",,,,,,"Cellule à µm",,,,,,
,,,,"Fréquence spontanée = 3 Hz (reg)",,,,,,Antidromique:NO,,,,,,
,,,,Réponse,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,"Noci mécanique : neut (RR)",,,,,,Réponse,,,,,,
,,,,"Noci thermique : neut (50:FL)",,,,,,"Noci mécanique : NO (FR/T)",,,,,,
,,,,"Tactile : neut",,,,,,"Noci thermique : NO (50:FL/RL)",,,,,,
,,,,"Perdue @ injection",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
17H20,"5,6 mm",,"1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 11,5 MΩ ; Ri = 20 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule C à 8410 µm",,,,,,,,,,,,
,,,,"Antidrom:elec:1;lat:1,5ms;seuil:50µA",,,,,,,,,,,,
,,,,"Collision: OK (1ms)",,,,,,,,,,,,
,,,,"Fréquence spontanée = 20 Hz ",,,,,,,,,,,,
,,,,"Réponse (Phasique)",,,,,,,,,,,,
,,,,"Noci mécanique : ON (RR)",,,,,,,,,,,,
,,,,"Noci thermique : ON (50:FL/RL)",,,,,,,,,,,,
,,,,"Noci thermique : Neut (44:FL)",,,,,,,,,,,,
,,,,"Tactile : Neut",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Injection à 8 nA pendant 10 min",,,,,,,,,,,,
,,,,"Fin injection à 18H00",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Perfusion @ 18H30",,,,,,,,,,,,
