Date,2008/09/30,,"Rat #",184,"Reçu le ",2008/09/23,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",10H55,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 59",,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 650 µm ; Profondeur : 600 µm",,,,,,,,,,,,,,,
"par rapport au Calamus",,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
12H00,"4,8 mm",,"1,2 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 13 MΩ ; Ri = 20 MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,RAS,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
13H45,"4,6 mm",,"1,2 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,Collision,,,,,,
,,,,"Re = 13 MΩ ; Ri = 20 MΩ",,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,Réponse,,,,,,
,,,,"Cellule A à 8030 µm",,,,,"Noci mécanique : ",,,,,,
,,,,Antidromique:NO,,,,,"Noci thermique : ",,,,,,
,,,,"Fréquence spontanée =  Hz",,,,,"Tactile : ",,,,,,
,,,,Réponse,,,,,"Injection à nA pendant min",,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,"Fin injection à ",,,,,,
,,,,"Noci thermique : OFF (50: FL/RL)",,,,,,,,,,,
,,,,,,,,,,,,,,,
14H50,"5,0 mm",,"1,2 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,
,,,,"Re = 13,5 MΩ ; Ri = 20 MΩ",,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"Cellule B à 8180 µm",,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,
,,,,"Fréquence spontanée = 0-5 Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : ",,,,,,,,,,,
,,,,"Noci thermique : ",,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"Injection à 2-3 nA pendant 15 min",,,,,,,,,,,
,,,,"Fin injection à 15H40",,,,,,,,,,,
,,,,,,,,,,,,,,,
15H50,"4,3 mm",,"1,2 mm","Cellule C à 8500 µm",,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,
,,,,"Fréquence spontanée = 0-5 Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : ON (RR)",,,,,,,,,,,
,,,,"Noci thermique : ON (50:FR/FL/RL), NO (44:RL)",,,,,,,,,,,
,,,,,,,,,,,,,,,
16H45,"4,2 mm",,"1,2 mm",RAS,,,,,,,,,,,
,,,,,,,,,,,,,,,
17H25,"4,5 mm",,"1,2 mm (D)","Cellule D à 8100 µm",,,,,,,,,,,
,,,,Antidromique:OK;elec:1;lat:5ms;seuil:150µA,,,,,,,,,,,
,,,,"Collision: no décharge spontanée",,,,,,,,,,,
,,,,"Fréquence spontanée = 0 Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci thermique : NO (50: FL/RL)",,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"Cellule E à 8450 µm",,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,
,,,,"Fréquence spontanée = 20-40 Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci thermique : NO (50: FL/RL)",,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"Cellule F à 8550 µm",,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,
,,,,"Fréquence spontanée = 5-10 Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci thermique : NO (50: FL/RL)",,,,,,,,,,,
,,,,"Noci mécanique : NO (T)",,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"Cellule G à 8670 µm",,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,
,,,,"Fréquence spontanée = 5 Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci thermique : ON (50:FL/RL);NO(44:RL)",,,,,,,,,,,
,,,,"Noci mécanique : ON (T)",,,,,,,,,,,
,,,,"Tactile : NO",,,,,,,,,,,
,,,,"Injection à 3,5 nA pendant 3 min",,,,,,,,,,,
,,,,"Fin injection à 18H10",,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"Pefusion à 18H55",,,,,,,,,,,
