Date,2009/01/09,,"Rat #",205,"Reçu le ",2008/12/30,,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,,
"Induction à",10H40,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 71",,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 700 µm ; ",,,,,,,,,,,,,,,,
"Profondeur : 600 µm par rapport à l'obex",,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,,
11H40,"5,2 mm",,"0,9 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 12 MΩ ; Ri = 29 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule A à 9120 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 1,5 Hz (irreg)",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,,,,,,,,
,,,,"Noci thermique : ON (50:FL/RL/RR;48/RL)",,,,,,,,,,,,
,,,,"Noci thermique : Neutral (46:RL)",,,,,,,,,,,,
,,,,"Tactile : Neutral (FR)",,,,,,,,,,,,
,,,,"Injection à 4 nA pendant 2 min 10 sec",,,,,,,,,,,,
,,,,"Fin injection à 13H30",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Point bleu @ 8100 µm",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
16H50,"5,2 mm",,"0,9 mm (D)","Cellule B à 9690 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 1,5 Hz (reg)",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : Neutral (FR)",,,,,,,,,,,,
,,,,"Noci thermique : Neutral (50:RL)",,,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,,,,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,"plancher @ 10 300 µm",,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,,,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
,,,,"Perfusion @ 18H00",,,,,,Collision,,,,,,
,,,,,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
,,,,,,,,,,"Noci mécanique : ",,,,,,
,,,,,,,,,,"Noci thermique : ",,,,,,
,,,,,,,,,,"Tactile : ",,,,,,
,,,,,,,,,,"Injection à nA pendant min",,,,,,
,,,,,,,,,,"Fin injection à ",,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,"Cellule à µm",,,,,,
,,,,,,,,,,Antidromique:NO,,,,,,
,,,,,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
,,,,,,,,,,"Noci mécanique : NO (FR/T)",,,,,,
,,,,,,,,,,"Noci thermique : NO (50:FL/RL)",,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,"Perdue @ injection",,,,,,
