Date,2008/07/29,,"Rat #",165,"Reçu le ",2008/07/16,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",14H45,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
15H20,"4,6 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 17 MΩ ; Ri = 40 MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,,,,,,"Fréquence spontanée =  Hz",,,,"5,5 mm",,"1,1 mm"
,,,,,,,,,Réponse,,,,,,
,,,,,,,,,"Noci mécanique : ",,,,,,
,,,,,,,,,"Noci thermique : ",,,,,,
,,,,,,,,,"Tactile : ",,,,,,
,,,,,,,,,"Injection à nA pendant min",,,,,,
