Date,2008/05/07,,"Rat #",110,"Reçu le ",2008/04/29,,,
,,,,,"Poids approx","300 g",,,
"Induction à",10H10,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,
"Enregistrement : Halothane 0,8% dasn N20/02 (1/1)",,,,,,,,,
,,,,,,,,,
Descentes,,,,,,,,,
,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,
11H10,"4,6 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Re = 25 MΩ ; Ri = 20 MΩ",,,,,"Re = ; Ri = "
,,,,"Cellule A à 8960 µm",,,,,"Cellule à µm"
,,,,"Fréquence spontanée = 13,9 Hz",,,,,"Fréquence spontanée = Hz"
,,,,Réponse,,,,,Réponse
,,,,"Noci mécanique : NEUTRAL (FR)",,,,,"Noci mécanique : "
,,,,"Noci thermique : NEUTRAL (FL)",,,,,"Noci thermique : "
,,,,"Tactile : ?",,,,,"Tactile : "
,,,,"Cellule B à 9000 µm",,,,,"Injection à nA pendant min"
,,,,"Fréquence spontanée = 0-1,8 Hz",,,,,
,,,,variable,,,,,
,,,,Réponse,,,,,
,,,,"Noci mécanique : ON (FR ; T)",,,,,
,,,,"latence faible , réponse variable en intensité ",,,,,
,,,,"selon localisation",,,,,
,,,,"Noci thermique : ON (FL)",,,,,
,,,,"latence + longue ; codage intensité",,,,,
,,,,"Tactile : ON (T)",,,,,
,,,,"faible intensité",,,,,
