Date,2008/06/03,,"Rat #",122,"Reçu le ",2008/05/27,,,
,,,,,"Poids approx","300 g",,,
"Induction à",10H20,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,
,,,,,,,,,
Descentes,,,,,,,,,
,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,
11H20,"4,4 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Re = 18 MΩ ; Ri = 27 MΩ",,,,,"Re = ; Ri = "
,,,,RAS,,,,,"Cellule à µm"
12H20,"4,7 mm",,"1,1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Fréquence spontanée = Hz"
,,,,"Re = 25 MΩ ; Ri = 27 MΩ",,,,,Réponse
,,,,"Cellule A à 9300 µm",,,,,"Noci mécanique : "
,,,,"Fréquence spontanée = 1-3 Hz (reg)",,,,,"Noci thermique : "
,,,,Réponse,,,,,"Tactile : "
,,,,"Noci mécanique : ON (T ; FR)",,,,,"Injection à nA pendant min"
,,,,"Noci thermique : ON (T ; FL)",,,,,
,,,,"Tactile : ",,,,,
,,,,"Perdue au début injection ",,,,,
