Date,2008/09/23,,"Rat #",179,"Reçu le ",2008/09/16,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",10H15,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 800 µm ; Profondeur : 700 µm",,,,,,,,,,,,,,,
"par rapport au Calamus",,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
11H20,"4,4 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 20 MΩ ; Ri = 40 MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,RAS,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
12H00,"4,7 mm",,"1,1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,Antidromique,,,,"5,5 mm",,"1,1 mm"
,,,,"Re = 25 MΩ ; Ri = 35 MΩ",,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,RAS,,,,,Réponse,,,,,,
14H30,"4,9 mm",,"1,3 mm",RAS,,,,,"Noci mécanique : ",,,,,,
15H35,"5,2 mm",,"0,9 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Noci thermique : ",,,,,,
,,,,"Re = 17 MΩ ; Ri = 30 MΩ",,,,,"Tactile : ",,,,,,
,,,,"Cellule A à 8400 µm",,,,,"Injection à nA pendant min",,,,,,
,,,,AntidromiqueOK100µA3ms,,,,,,,,,,,
,,,,"Fréquence spontanée = 0 Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : ",,,,,,,,,,,
,,,,"Noci thermique : ",,,,,,,,,,,
,,,,"Tactile : mvt patte fr",,,,,,,,,,,
,,,,"Cellule B à 8600 µm",,,,,,,,,,,
,,,,"Antidromique:OK100µA5,5ms",,,,,,,,,,,
,,,,"Antidromique collision neg",,,,,,,,,,,
,,,,"Fréquence spontanée = 0 Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : ",,,,,,,,,,,
,,,,"Noci thermique : ",,,,,,,,,,,
,,,,"Tactile : à la nouveauté",,,,,,,,,,,
16H45,"5,4 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,
,,,,"Re = 19 MΩ ; Ri = 30 MΩ",,,,,,,,,,,
,,,,"Cellule C à 8400 µm",,,,,,,,,,,
,,,,"Antidromique no",,,,,,,,,,,
,,,,"Fréquence spontanée =  Hz",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci mécanique : ",,,,,,,,,,,
,,,,"Noci thermique : ",,,,,,,,,,,
,,,,"Tactile : à la nouveauté",,,,,,,,,,,
