Date,2008/06/12,,"Rat #",126,"Reçu le ",2008/06/03,,,
,,,,,"Poids approx","300 g",,,
"Induction à",14H00,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,
,,,,,,,,,
Descentes,,,,,,,,,
,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,
15H00,"4,5 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Re = 21 MΩ ; Ri = 40 MΩ",,,,,"Re = ; Ri = "
,,,,RAS,,,,,"Cellule à µm"
16H00,"4,8 mm",,"1,1 mm",RAS,,,,,"Fréquence spontanée = Hz"
17H15,"5,1 mm",,"1,3 mm",RAS,,,,,Réponse
,,,,,,,,,"Noci mécanique : "
,,,,,,,,,"Noci thermique : "
,,,,,,,,,"Tactile : "
,,,,,,,,,"Injection à nA pendant min"
