Date,2009/01/19,,"Rat #",211,"Reçu le ",2009/01/13,,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,,
"Induction à",10H40,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 73",,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,,
11H35,"5,2 mm",,"0,8 mm","* 5% TMR ; 5-10% NaCl",,,,,,,,,,,,
,,,,"Re = 20 MΩ ; Ri = 20 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule A à 8740 µm",,,,,,,,,,,,
,,,,"Fréquence spontanée < 1 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci thermique : Neutral (50:RR)",,,,,,,,,,,,
,,,,"Tactile : Neutral (RL/RR)",,,,,,,,,,,,
,,,,Perdue,,,,,,"RAS (plancher @ 8700 µm ?)",,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule B à 9700 µm",,,,,," tjs pas plancher @ 11 000 µm",,,,,,
,,,,"Fréquence spontanée < 1 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci thermique : ON (50:RR/RL/FL)",,,,,,,,,,,,
,,,,"Noci thermique : ON (46:RL) light; ON (48:RL)",,,,,,,,,,,,
,,,,"Tactile : Neutral (RL/RR)",,,,,,,,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,,,,,,,,
,,,,"Perdue @ injection",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,," tjs pas plancher @ 11 000 µm",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
14H00,"5,0 mm",,"0,8 mm","Re = 13-14 MΩ ; Ri = 20 MΩ",,,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,,,,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,"Cellule C à 9470 µm",,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,"Fréquence spontanée < 1 Hz",,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
,,,,Réponse,,,,,,Collision,,,,,,
,,,,"Noci thermique : Neutral (50:RL)",,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,"Tactile : Neutral (FL/FR)",,,,,,Réponse,,,,,,
,,,,"Noci mécanique : Neutral (FR)",,,,,,"Noci mécanique : ",,,,,,
,,,,"Perdue @ injection",,,,,,"Noci thermique : ",,,,,,
,,,,,,,,,,"Tactile : ",,,,,,
,,,,"Cellule D à 10 350 µm",,,,,,"Injection à nA pendant min",,,,,,
,,,,"Fréquence spontanée = 1 Hz (irr)",,,,,,"Fin injection à ",,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci thermique : ON (50:FL/RR/RL)",,,,,,"Cellule à µm",,,,,,
,,,,"Noci thermique : ON (46:FL) light; ON (48:FL)",,,,,,Antidromique:NO,,,,,,
,,,,"Tactile : Neutral (FL/RR)",,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,,Réponse,,,,,,
,,,,"Injection à 10 nA pendant 7 min",,,,,,"Noci mécanique : NO (FR/T)",,,,,,
,,,,"Mauvais suivi : 1 ou 2 spk/swp",,,,,,"Noci thermique : NO (50:FL/RL)",,,,,,
,,,,"Fin injection à 15H45",,,,,,,,,,,,
,,,,,,,,,,"Perdue @ injection",,,,,,
16H20,"5,0 mm",,"0,8 mm (D)","* 5% TMR ; 5-10% NaCl",,,,,,,,,,,,
,,,,"Re = 12 MΩ ; Ri = 10 MΩ",,,,,,RAS,,,,,,
,,,,,,,,,,,,,,,,
,,,,RAS,,,,,,"Perfusion @ 17H45",,,,,,
,,,,,,,,,,,,,,,,
17H05,"5,4 mm",,"0,8 mm (D)","* 5% TMR ; 5-10% NaCl",,,,,,,,,,,,
,,,,"Re = 20-25 MΩ ; Ri =  MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule E à 9450 µm",,,,,,,,,,,,
,,,,"Fréquence spontanée = 5-10 Hz (irr)",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci thermique : ON puis OFF (50:FL/RR/RL)",,,,,,,,,,,,
,,,,"Noci thermique : ON puis OFF (46:FL;48:FL)",,,,,,,,,,,,
,,,,"Tactile : Neutral (FL/RR)",,,,,,,,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,,,,,,,,
,,,,"Injection à 12-14 nA pendant 10 min 30 sec",,,,,,,,,,,,
,,,,"Fin injection à 18H00",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Perfusion @ 18H15",,,,,,,,,,,,
