Date,2008/09/25,,"Rat #",181,"Reçu le ",2008/09/23,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",11H05,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 800 µm ; Profondeur : 700 µm",,,,,,,,,,,,,,,
"par rapport au Calamus",,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
11H55,"4,2 mm",,"1,2 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 12 MΩ ; Ri = 20 MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,"Cellule A à 7670 µm",,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,Antidromique:OK/23ms/650µA,,,,,Antidromique,,,,"5,5 mm",,"1,1 mm"
,,,,"Fréquence spontanée =  1-2 Hz",,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,Réponse,,,,,Réponse,,,,,,
,,,,"Noci mécanique : ON (RR)",,,,,"Noci mécanique : ",,,,,,
,,,,"Noci thermique : ON (50:FL/RL) ; NO (44:FL)",,,,,"Noci thermique : ",,,,,,
,,,,"Tactile : ",,,,,"Tactile : ",,,,,,
,,,,"Injection à 1,5 nA pendant 30 sec",,,,,"Injection à nA pendant min",,,,,,
,,,,,,,,,,,,,,,
,,,,"Cellule à 8150 µm",,,,,,,,,,,
,,,,"Antidromique : NO",,,,,,,,,,,
,,,,,,,,,,,,,,,
13H05,"4,4 mm",,"1,2 mm","Cellule à 7800, 8000 µm",,,,,,,,,,,
,,,,"Antidromique : NO",,,,,,,,,,,
,,,,,,,,,,,,,,,
15H00,"4,6 mm",,"1,2 mm","RAS : électrode cassée ?",,,,,,,,,,,
,,,,,,,,,,,,,,,
15H55,"4,8 mm",,"1,2 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,
,,,,"Re = 10 MΩ ; Ri = 15 MΩ",,,,,,,,,,,
,,,,"Cellule à 7600 µm",,,,,,,,,,,
,,,,"Antidromique : NO ; Noci : NO",,,,,,,,,,,
,,,,,,,,,,,,,,,
16H35,"5,0 mm",,"1,2 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,
,,,,"Re = 15 MΩ ; Ri = 24 MΩ",,,,,,,,,,,
,,,,"électrode trop impédentante",,,,,,,,,,,
,,,,,,,,,,,,,,,
17H35,"5,2 mm",,"1,2 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,
,,,,"Re = 12 MΩ ; Ri = 30 MΩ",,,,,,,,,,,
,,,,,,,,,,,,,,,
18H15,"5,4 mm",,"1,2 mm",,,,,,,,,,,,
