Date,2008/06/25,,"Rat #",139,"Reçu le ",2008/06/16,,,
,,,,,"Poids approx","300 g",,,
"Induction à",10H15,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 53",,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,
,,,,,,,,,
Descentes,,,,,,,,,
,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,
11H00,"4,6 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Re = 18 MΩ ; Ri = 30 MΩ",,,,,"Re = ; Ri = "
,,,,"Cellule A à 8900 µm",,,,,"Cellule à µm"
,,,,"Fréquence spontanée =  Hz ; burst ttes 2 sec",,,,,"Fréquence spontanée = 20 Hz"
,,,,Réponse,,,,,Réponse
,,,,"Noci mécanique : ON (T;FR)",,,,,"Noci mécanique : "
,,,,"Noci thermique : ON (FL) > 48",,,,,"Noci thermique : "
,,,,"Tactile : ",,,,,"Tactile : "
,,,,"Injection à 0,4 nA pendant 8 min",,,,,"Injection à nA pendant min"
,,,,Perdue,,,,,
,,,,,,,,,
,,,,"Perfusion à 13H15",,,,,
