Date,2008/07/07,,"Rat #",150,"Reçu le ",2008/07/01,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",10H20,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 55",,,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
11H15,"4,6 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 14 MΩ ; Ri =  MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,"Cellule A à 8650 µm",,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,"Fréquence spontanée = 10 Hz",,,,,"Fréquence spontanée =  Hz",,,,"5,5 mm",,"1,1 mm"
,,,,Réponse,,,,,Réponse,,,,,,
,,,,"Noci mécanique : ON (FR;T)",,,,,"Noci mécanique : ",,,,,,
,,,,"Noci thermique : ON (FL;>44)",,,,,"Noci thermique : ",,,,,,
,,,,"Tactile : NEUTRAL",,,,,"Tactile : ",,,,,,
,,,,"Injection à 0,3-0,7 nA pendant 10 min",,,,,"Injection à nA pendant min",,,,,,
,,,,"Suivie : modulation de décharge",,,,,,,,,,,
,,,,"Fin injection @ 12H15 (pedue ou morte?)",,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"Pefusion @ 12H55",,,,,,,,,,,
