Date,2008/06/20,,"Rat #",135,"Reçu le ",2008/06/16,,,
,,,,,"Poids approx","300 g",,,
"Induction à",14H20,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,
,,,,,,,,,
Descentes,,,,,,,,,
,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,
14H50,"4,6 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Re = 16 MΩ ; Ri =  MΩ",,,,,"Re = ; Ri = "
,,,,RAS,,,,,"Cellule à µm"
15H35,"4,9 mm",,"1,1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Fréquence spontanée = Hz"
,,,,"Re = 20 MΩ ; Ri =  MΩ",,,,,Réponse
,,,,,,,,,"Noci mécanique : "
,,,,,,,,,"Noci thermique : "
,,,,,,,,,"Tactile : "
,,,,,,,,,"Injection à nA pendant min"
