Date,2008/10/17,,"Rat #",190,"Reçu le ",2008/09/14,,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,,
"Induction à",11H15,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 700 µm ; ",,,,,,,,,,,,,,,,
"Profondeur : 700 µm par rapport à l'obex",,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,,
12H05,"5,2 mm",,"1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 11 MΩ ; Ri = 25-35 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule à 8840 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 8-10 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : OFF (RR)",,,,,,,,,,,,
,,,,"Noci thermique : NO (50:RL)",,,,,,,,,,,,
,,,,"Noci thermique : ON/OFF (50:FL)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
14H10,"5,0 mm",,"1 mm","Cellule A à 9080 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 5-7 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : ON (RR)",,,,,,,,,,,,
,,,,"Noci thermique : OFF (50:FL/FR)",,,,,,,,,,,,
,,,,"Noci thermique : Neutral (50:RL)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
15H10,"5,4 mm",,"1 mm","Cellule B à 8720 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 5-7 Hz",,,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,Réponse,,,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,"Noci mécanique : ON (FR)",,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,"Noci thermique : ON (50:FL/RL/RR)",,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
,,,,"Noci thermique : Neutral (44:FL)",,,,,,Collision,,,,,,
,,,,"Perdue @ injection",,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
,,,,"Cellule C à 9040 µm",,,,,,"Noci mécanique : ",,,,,,
,,,,Antidromi:elec:2;lat:9ms;seuil:150µA,,,,,,"Noci thermique : ",,,,,,
,,,,"Collision:OK (lat:10 ms)",,,,,,"Tactile : ",,,,,,
,,,,"Fréquence spontanée = 2-5 Hz",,,,,,"Injection à nA pendant min",,,,,,
,,,,Réponse,,,,,,"Fin injection à ",,,,,,
,,,,"Noci mécanique : Neut  (FR)",,,,,,,,,,,,
,,,,"Noci thermique : ON léger (52:FL/RL/RR)",,,,,,"Cellule à µm",,,,,,
,,,,"Tactile : Neut (FR)",,,,,,Antidromique:NO,,,,,,
,,,,"Perdue @ injection",,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
16H15,"4,7 mm",,"0,9 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,"Noci mécanique : NO (FR/T)",,,,,,
,,,,"Re = 11 MΩ ; Ri = 30 MΩ",,,,,,"Noci thermique : NO (50:FL/RL)",,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule D à 9200 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 5-7 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : OFF (FR)",,,,,,,,,,,,
,,,,"Noci thermique : OFF (50:FL/RL)",,,,,,,,,,,,
,,,,"Noci thermique : Neutral (44:FL)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
17H10,"5,6 mm",,"1 mm","Quelques cellules peu stables",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
17H55,"5,0 mm",,"0,8 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 14 MΩ ; Ri = 30 MΩ",,,,,,,,,,,,
