Date,2009/10/26,,"Rat #",280,"Reçu le ",2009/10/20,,,,
,,,,,"Poids approx",300,,,,
"Induction à",12H10,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 121",,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Descentes,,,,,,,,,,"RAS (plancher @ 8700 µm ?)"
,,,,,,,,,,
Heure,"Postérieur (Obex)",,Latéralité,"Profondeur et commentaire",,,,,," tjs pas plancher @ 11 000 µm"
12H45,"0.0 mm",,"0.3 mm","* 1,5% neurobiotine ; 2% NaCl",,,,,,
,,,,"Re = 15 MΩ ; Ri = 25 MΩ",,,,,,"Perdue @ injection"
,,,,,,,,,,"Perdue AV injection"
,"temp corp = 35.7°C
pdt tt l'XP !",,,"Cellule A à 4665 µm",,,,,,
,,,,"Fréq spont = 2 Hz ; ISI = 499 ± 243 ms",,,,,,RAS
,,,,Réponse,,,,,,
,,,,"Noci mécanique : ON (FR)",,,,,,"Perfusion @ 17H45"
,,,,"Noci thermique : ON(tt CR:50;48-52:FR)Neutral(44-46:FL)",,,,,,
,,,,"Injection à 2 nA pendant 5 min 30 sec",,,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Fin injection à 13H45",,,,,,"Re = ; Ri = MΩ"
,,,,"perdue à la fin de l'injection ?",,,,,,
,,,,,,,,,,"* 5% TMR ; 5-10% NaCl"
14H40,"-0.2 mm",,"-0.3 mm","Cellule B à 3250 µm",,,,,,
,,,,"Fréq spont = 0.68 Hz ; ISI = 1462 ± 504 ms",,,,,,"Injection à nA pendant min"
,,,,Réponse,,,,,,"Fin injection à "
,,,,"Noci mécanique : ON (FL)",,,,,,
,,,,"Noci thermique : ON(tt CR:50;48-52:FL)Neutral(44-46:FL)",,,,,,"Cellule à µm"
,,,,"probablement pas 5HT : irrégulier entre stim",,,,,,"Fréq spont =  Hz ; ISI = ± ms"
,,,,"Injection à 5-6 nA pendant 2 min 30 sec",,,,,,Réponse
,,,,"Fin injection à ",,,,,,"Noci mécanique : "
,,,,,,,,,,"Noci thermique : "
15H30,"0.2 mm",,"0.8 mm","Cellule C à 4445 µm",,,,,,"Tactile : "
,,,,"Fréq spont = 2.06 Hz ; ISI = 485 ± 232 ms",,,,,,
,,,,,,,,,,"Point Bleu @ 4380 µm"
16H40,"0.2 mm",,"-0.8 mm","Cellule D à 4160 µm",,,,,,
,,,,"Fréq spont = 1.18 Hz ; ISI = 847 ± 306 ms",,,,,,Antidromique:elec:;lat:ms;seuil:µA
,,,,"Noci thermique : OFF (50:RL/FL)",,,,,,Collision
,,,,,,,,,,
,,,,"Perfusion @ 17H30",,,,,,
