Date,2009/01/12,,"Rat #",206,"Reçu le ",2008/12/30,,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,,
"Induction à",11H30,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 72",,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 700 µm ; ",,,,,,,,,,,,,,,,
"Profondeur : 600 µm par rapport à l'obex",,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,,
12H20,"5,2 mm",,"0,9 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 11 MΩ ; Ri = 25 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"RAS : plancher @ 9550 µm",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
12H55,"5,0 mm",,"0,9 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 13 MΩ ; Ri = 2 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule A à 8600 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 4,5 Hz ",,,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,,
,,,,"Noci mécanique : OFF (FR)",,,,,,,,,,,,
,,,,"Noci thermique : OFF (50 :RL/RR/FL) phasique",,,,,,,,,,,,
,,,,"Noci thermique : ? (46 :FL) OFF (48 : RL)",,,,,,,,,,,,
,,,,"Tactile : Neutral (FL)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Injection à 3-5 nA pendant 4 min 30 sec",,,,,,,,,,,,
,,,,"Fin injection à 14H50 (Cellule percée)",,,,,,,,,,,,
,,,,"Suivie moyen : 1 spk/sweep",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
16H00,"5,0 mm",,"0,9 mm (D)",RAS,,,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,,,,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
16H45,"5,2 mm",,"0,9 mm (D)","* 1,5% neurobiotine ; 5% NaCl",,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,"Re = 10,5 MΩ ; Ri = 25 MΩ",,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
,,,,,,,,,,Collision,,,,,,
,,,,RAS,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
,,,,"Perfusion @ 17H45",,,,,,"Noci mécanique : ",,,,,,
,,,,,,,,,,"Noci thermique : ",,,,,,
,,,,,,,,,,"Tactile : ",,,,,,
,,,,,,,,,,"Injection à nA pendant min",,,,,,
,,,,,,,,,,"Fin injection à ",,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,"Cellule à µm",,,,,,
,,,,,,,,,,Antidromique:NO,,,,,,
,,,,,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
,,,,,,,,,,"Noci mécanique : NO (FR/T)",,,,,,
,,,,,,,,,,"Noci thermique : NO (50:FL/RL)",,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,"Perdue @ injection",,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,RAS,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,"Perfusion @ 17H45",,,,,,
