Date,2008/09/04,,"Rat #",169,"Reçu le ",2008/07/16,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",11H20,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 700 µm ; Profondeur : 800 µm",,,,,,,,,,,,,,,
"par rapport au Calamus",,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
12H20,"4,4 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 15 MΩ ; Ri = 12 MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,RAS,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
14H30,"4,6 mm",,"1,1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,Antidromique,,,,"5,5 mm",,"1,1 mm"
,,,,"Re = 25 MΩ ; Ri = 20 MΩ",,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,RAS,,,,,Réponse,,,,,,
15H50,"4,8 mm",,"1,3 mm",RAS,,,,,"Noci mécanique : ",,,,,,
16H30,"5,1 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Noci thermique : ",,,,,,
,,,,"Re = 30 MΩ ; Ri = 25 MΩ",,,,,"Tactile : ",,,,,,
,,,,RAS,,,,,"Injection à nA pendant min",,,,,,
17H10,"5,4 mm",,"1,1 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,
,,,,"Re = 30 MΩ ; Ri = 25 MΩ",,,,,,,,,,,
,,,,RAS,,,,,,,,,,,
