Date,2008/07/22,,"Rat #",158,"Reçu le ",2008/07/08,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",10H00,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
10H45,"4,6 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 18 MΩ ; Ri = 30 MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,RAS,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
11H45,"4,9 mm",,"1,1 mm","Cellule A à 9000 µm",,,,,"Fréquence spontanée =  Hz",,,,"5,5 mm",,"1,1 mm"
,,,,"Fréquence spontanée = 2 Hz",,,,,Réponse,,,,,,
,,,,Réponse,,,,,"Noci mécanique : ",,,,,,
,,,,"Noci mécanique : Neutral (FR;T)",,,,,"Noci thermique : ",,,,,,
,,,,"Noci thermique : ",,,,,"Tactile : ",,,,,,
,,,,"Tactile : ",,,,,"Injection à nA pendant min",,,,,,
,,,,Perdue,,,,,,,,,,,
