Date,2008/09/17,,"Rat #",175,"Reçu le ",2008/09/16,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",11H20,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 800 µm ; Profondeur : 700 µm",,,,,,,,,,,,,,,
"par rapport au Calamus",,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
12H30,"4,4 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 25 MΩ ; Ri = 40 MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,RAS,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
13H45,"4,6 mm",,"1,1 mm",RAS,,,,,Antidromique,,,,"5,5 mm",,"1,1 mm"
14H30,"4,8 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,"Re = 20 MΩ ; Ri = 40 MΩ",,,,,Réponse,,,,,,
,,,,RAS,,,,,"Noci mécanique : ",,,,,,
15H30,"5,0 mm",,"1,1 mm",RAS,,,,,"Noci thermique : ",,,,,,
16H20,"5,2 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"Tactile : ",,,,,,
,,,,"Re = 25 MΩ ; Ri = 25 MΩ",,,,,"Injection à nA pendant min",,,,,,
,,,,"Cellule A à 7900 µm",,,,,,,,,,,
,,,,"Antidromique:unreg;elec:2;seuil:450µA;lat:1,5ms",,,,,,,,,,,
,,,,"Fréquence spontanée = 10-15 Hz (bursts)",,,,,,,,,,,
,,,,Réponse,,,,,,,,,,,
,,,,"Noci thermique : NEUTRAL (50°C; FL/FR/RL)",,,,,,,,,,,
