Date,2008/05/29,,"Rat #",119,"Reçu le ",2008/05/27,,,
,,,,,"Poids approx","300 g",,,
"Induction à",10H15,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 50",,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,
,,,,,,,,,
Descentes,,,,,,,,,
,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,
11H20,"4,4 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl"
,,,,"Re = 25 MΩ ; Ri = 34 MΩ",,,,,"Re = ; Ri = "
,,,,"Cellule A à 9700 µm",,,,,"Cellule à µm"
,,,,"Fréquence spontanée = 2-4 Hz",,,,,"Fréquence spontanée = Hz"
,,,,"plutôt régulier",,,,,Réponse
,,,,Réponse,,,,,"Noci mécanique : "
,,,,"Noci mécanique : ON (T ; FR)",,,,,"Noci thermique : "
,,,,"Noci thermique : ON (T ; FL) - 52°C",,,,,"Tactile : "
,,,,"Tactile : NEUTRAL",,,,,"Injection à nA pendant min"
,,,,"Injection à 4-7 nA pendant 4 min 50 s",,,,,
,,,,"- perdue et récupérée 3 ou 4 fois",,,,,
,,,,"- un autre neurone (spike + petit) ",,,,,
,,,,"aurait pu suivre l'injection aussi",,,,,
,,,,"- perdue à la fin mais pas morte",,,,,
,,,,"- fin injection @ 12H40",,,,,
,,,,"Perfusion ",,,,,
