Date,2009/01/15,,"Rat #",209,"Reçu le ",2009/01/06,,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,,
"Induction à",11H15,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,,
12H00,"5,2 mm",,"0,8 mm","* 2% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 13 MΩ ; Ri = 8 MΩ",,,,,,,,,,,,
,,,,"Nouvelle solution",,,,,,,,,,,,
,,,,"RAS (aucune unitée:électrode cassée)",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
12H24,"5,0 mm",,"0,8 mm","* 2% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 15 MΩ ; Ri = 10 MΩ",,,,,,,,,,,,
,,,,"RAS (peu d'unitée)",,,,,,,,,,,,
,,,,,,,,,,"RAS (plancher @ 8700 µm ?)",,,,,,
14H00,"5,4 mm",,"0,8 mm","* 2% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 16-17 MΩ ; Ri = 10 MΩ",,,,,,,,,,,,
,,,,"Re = 16-17 MΩ ; Ri = 12 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
14H30,"5,4 mm",,"0,8 mm","Re = 22-23 MΩ ; Ri = 20 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
15H25,"4,8 mm",,"0,8 mm","Re = 22-23 MΩ ; Ri = 20 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
16H00,"4,8 mm",,"0,8 mm (D)","0,9% NaCl",,,,,,,,,,,,
,,,,"Re = 14 MΩ ; Ri =  MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
16H20,"5,0 mm",,"0,8 mm (D)","* 2% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 13 MΩ ; Ri = 10 MΩ",,,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,,,,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,"Cellule A à 9400 µm",,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,"Fréquence spontanée = 0 Hz",,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
,,,,Réponse,,,,,,Collision,,,,,,
,,,,"Noci mécanique : NO (FR)",,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,"Noci thermique : NO (50:RL/RR)",,,,,,Réponse,,,,,,
,,,,,,,,,,"Noci mécanique : ",,,,,,
,,,,"Cellule B à 9580 µm",,,,,,"Noci thermique : ",,,,,,
,,,,"Fréquence spontanée = 10 Hz (Burst tts 4 sec)",,,,,,"Tactile : ",,,,,,
,,,,,,,,,,"Injection à nA pendant min",,,,,,
,,,,"Cellule C à 10 000 µm",,,,,,"Fin injection à ",,,,,,
,,,,"Fréquence spontanée = 20 Hz (irr)",,,,,,,,,,,,
,,,,,,,,,,"Cellule à µm",,,,,,
17H40,"5,2 mm",,"0,8 mm (D)","plancher @ 11 200 µm",,,,,,Antidromique:NO,,,,,,
,,,,,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
,,,,,,,,,,"Noci mécanique : NO (FR/T)",,,,,,
,,,,,,,,,,"Noci thermique : NO (50:FL/RL)",,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,"Perdue @ injection",,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,RAS,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,"Perfusion @ 17H45",,,,,,
