Date,2008/12/09,,"Rat #",198,"Reçu le ",2008/11/27,,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,,
"Induction à",10H45,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,,,,,,,,,,,,
"Enregistrement : Halothane 0,7% dans N20/02 (1/1)",,,,,,,,,,,,,,,,
"Electrode antidromique dans le NTS : Latéralité : 700 µm ; ",,,,,,,,,,,,,,,,
"Profondeur : 500 µm par rapport à l'obex",,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,,
11H35,"5,2 mm",,"0,9 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 13 MΩ ; Ri = 29 MΩ",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,"Cellule à 8900 µm",,,,,,,,,,,,
,,,,Antidromique:NO,,,,,,,,,,,,
,,,,"Fréquence spontanée = 5-7 Hz",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
14H05,"5,0 mm",,"0,9 mm",RAS,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
14H45,"5,4 mm",,"0,9 mm",RAS,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
15H30,"4,8 mm",,"0,9 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 11 MΩ ; Ri = 20 MΩ",,,,,,,,,,,,
,,,,RAS,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
16H40,"4,6 mm",,"0,9 mm",RAS,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
17H25,"4,8 mm",,"0,7 mm",RAS,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
18H00,"4,6 mm",,"0,7 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,,,,,,,,
,,,,"Re = 12 MΩ ; Ri = 18 MΩ",,,,,,,,,,,,
,,,,,,,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Cellule A à 8710 µm",,,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,Antidromique:NO,,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
,,,,"Fréquence spontanée = 0-1 Hz",,,,,,Antidromique:elec:;lat:ms;seuil:µA,,,,"5,5 mm",,"1,1 mm"
,,,,Réponse,,,,,,Collision,,,,,,
,,,,"Noci mécanique : NO (FR/T)",,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,"Noci thermique : NO (50:FL/RL/RR)",,,,,,Réponse,,,,,,
,,,,,,,,,,"Noci mécanique : ",,,,,,
,,,,"perdue à injection",,,,,,"Noci thermique : ",,,,,,
,,,,,,,,,,"Tactile : ",,,,,,
18H45,"5,2 mm",,"1 mm","Cellule B à 8200 µm",,,,,,"Injection à nA pendant min",,,,,,
,,,,Antidromique:NO,,,,,,"Fin injection à ",,,,,,
,,,,"Fréquence spontanée = 5-15 Hz",,,,,,,,,,,,
,,,,Réponse,,,,,,"Cellule à µm",,,,,,
,,,,"Noci thermique : NO (50:FL/RL)",,,,,,Antidromique:NO,,,,,,
,,,,,,,,,,"Fréquence spontanée =  Hz",,,,,,
,,,,,,,,,,Réponse,,,,,,
,,,,,,,,,,"Noci mécanique : NO (FR/T)",,,,,,
,,,,,,,,,,"Noci thermique : NO (50:FL/RL)",,,,,,
