Date,2008/07/03,,"Rat #",147,"Reçu le ",2008/07/01,,,,,,,,,
,,,,,"Poids approx","300 g",,,,,,,,,
"Induction à",16H00,"; N2O/02 (2/1) --> Halothane 2%",,,,,,,,,,,,,
"Post induction : atropine (0,75 mg/kg ; IP)",,,,,,,,,,,,,,,
"Perfusion IP (0,8 ml/h) : Gallamine (20 mg/ml)",,,,,"B3 juxta 54",,,,,,,,,,
"Enregistrement : Halothane 0,8% dans N20/02 (1/1)",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Descentes,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Heure,"Postérieur (Bregma)",,Latéralité,"Profondeur et commentaire",,,,,,,,,,,
16H39,"4,6 mm",,"1,3 mm","* 1,5% neurobiotine ; 5% NaCl",,,,,"* 1,5% neurobiotine ; 5% NaCl",,,,"4,6 mm",,"1,3 mm"
,,,,"Re = 15 MΩ ; Ri = 23 MΩ",,,,,"Re = ; Ri = MΩ",,,,"4,9 mm",,"1,1 mm"
,,,,RAS,,,,,"Cellule à µm",,,,"5,2 mm",,"1,3 mm"
17H00,"4,9 mm",,"1,1 mm","Cellule A à 9600 µm",,,,,"Fréquence spontanée =  Hz",,,,"5,5 mm",,"1,1 mm"
,,,,"Fréquence spontanée = 10 Hz",,,,,Réponse,,,,,,
,,,,Réponse,,,,,"Noci mécanique : ",,,,,,
,,,,"Noci mécanique : OFF (FR ; T)",,,,,"Noci thermique : ",,,,,,
,,,,"Noci thermique :  OFF (FL ; >46)",,,,,"Tactile : ",,,,,,
,,,,"post décharge",,,,,"Injection à nA pendant min",,,,,,
,,,,"Tactile : ",,,,,,,,,,,
,,,,"Injection à 0,7 nA pendant 6 min 20 sec",,,,,,,,,,,
,,,,"Suivie bruité",,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,"Perdue @ 18H10",,,,,,,,,,,
,,,,"Perfusé à 18H40",,,,,,,,,,,
